vm_sku_key,vm_sku_name,logical_cores,memory_gb
781,Standard_F2,2,4
782,Standard_F2als_v6,2,4
783,Standard_F2ams_v6,2,16
784,Standard_F2as_v6,2,8
785,Standard_F2s,2,4
786,Standard_F2s_v2,2,4
787,Standard_F32als_v6,32,64
788,Standard_F32ams_v6,32,256
789,Standard_F32as_v6,32,128
790,Standard_F32s_v2,32,64
791,Standard_F4,4,8
792,Standard_F48als_v6,48,96
793,Standard_F48ams_v6,48,384
794,Standard_F48as_v6,48,192
795,Standard_F48s_v2,48,96
796,Standard_F4als_v6,4,8
797,Standard_F4ams_v6,4,32
798,Standard_F4as_v6,4,16
799,Standard_F4s,4,8
800,Standard_F4s_v2,4,8
801,Standard_F64als_v6,64,128
802,Standard_F64ams_v6,64,512
803,Standard_F64as_v6,64,256
804,Standard_F64s_v2,64,128
805,Standard_F72s_v2,72,144
806,Standard_F8,8,16
807,Standard_F8als_v6,8,16
808,Standard_F8ams_v6,8,64
809,Standard_F8as_v6,8,32
810,Standard_F8s,8,16
811,Standard_F8s_v2,8,16
812,Standard_FX12-6mds_v2,12,252
813,Standard_FX12-6ms_v2,12,252
814,Standard_FX12mds,12,252
815,Standard_FX12mds_v2,12,252
816,Standard_FX12ms_v2,12,252
817,Standard_FX16-4mds_v2,16,336
818,Standard_FX16-4ms_v2,16,336
819,Standard_FX16-8mds_v2,16,336
820,Standard_FX16-8ms_v2,16,336
821,Standard_FX16mds_v2,16,336
822,Standard_FX16ms_v2,16,336
823,Standard_FX24-12mds_v2,24,504
824,Standard_FX24-12ms_v2,24,504
825,Standard_FX24-6mds_v2,24,504
826,Standard_FX24-6ms_v2,24,504
827,Standard_FX24mds,24,504
828,Standard_FX24mds_v2,24,504
829,Standard_FX24ms_v2,24,504
830,Standard_FX2mds_v2,2,42
831,Standard_FX2ms_v2,2,42
832,Standard_FX32-16mds_v2,32,672
833,Standard_FX32-16ms_v2,32,672
834,Standard_FX32-8mds_v2,32,672
835,Standard_FX32-8ms_v2,32,672
836,Standard_FX32mds_v2,32,672
837,Standard_FX32ms_v2,32,672
838,Standard_FX36mds,36,756
839,Standard_FX4-2mds_v2,4,84
840,Standard_FX4-2ms_v2,4,84
841,Standard_FX48-12mds_v2,48,1008
842,Standard_FX48-12ms_v2,48,1008
843,Standard_FX48-24mds_v2,48,1008
844,Standard_FX48-24ms_v2,48,1008
845,Standard_FX48mds,48,1008
846,Standard_FX48mds_v2,48,1008
847,Standard_FX48ms_v2,48,1008
848,Standard_FX4mds,4,84
849,Standard_FX4mds_v2,4,84
850,Standard_FX4ms_v2,4,84
851,Standard_FX64-16mds_v2,64,1344
852,Standard_FX64-16ms_v2,64,1344
853,Standard_FX64-32mds_v2,64,1344
854,Standard_FX64-32ms_v2,64,1344
855,Standard_FX64mds_v2,64,1344
856,Standard_FX64ms_v2,64,1344
857,Standard_FX8-2mds_v2,8,168
858,Standard_FX8-2ms_v2,8,168
859,Standard_FX8-4mds_v2,8,168
860,Standard_FX8-4ms_v2,8,168
861,Standard_FX8mds_v2,8,168
862,Standard_FX8ms_v2,8,168
863,Standard_FX96-24mds_v2,96,1832
864,Standard_FX96-24ms_v2,96,1832
865,Standard_FX96-48mds_v2,96,1832
866,Standard_FX96-48ms_v2,96,1832
867,Standard_FX96mds_v2,96,1832
868,Standard_FX96ms_v2,96,1832
869,Standard_G1,2,28
870,Standard_G2,4,56
871,Standard_G3,8,112
872,Standard_G4,16,224
873,Standard_G5,32,448
874,Standard_GS1,2,28
875,Standard_GS2,4,56
876,Standard_GS3,8,112
877,Standard_GS4,16,224
878,Standard_GS4-4,16,224
879,Standard_GS4-8,16,224
880,Standard_GS5,32,448
881,Standard_GS5-16,32,448
882,Standard_GS5-8,32,448
883,Standard_HB120-16rs_v2,120,456
884,Standard_HB120-16rs_v3,120,456
885,Standard_HB120-32rs_v2,120,456
886,Standard_HB120-32rs_v3,120,456
887,Standard_HB120-64rs_v2,120,456
888,Standard_HB120-64rs_v3,120,456
889,Standard_HB120-96rs_v2,120,456
890,Standard_HB120-96rs_v3,120,456
891,Standard_HB120rs_v2,120,456
892,Standard_HB120rs_v3,120,456
893,Standard_HB176-144rs_v4,176,768
894,Standard_HB176-24rs_v4,176,768
895,Standard_HB176-48rs_v4,176,768
896,Standard_HB176-96rs_v4,176,768
897,Standard_HB176rs_v4,176,768
898,Standard_HC44-16rs,44,352
899,Standard_HC44-32rs,44,352
900,Standard_HC44rs,44,352
901,Standard_HX176-144rs,176,1408
902,Standard_HX176-24rs,176,1408
903,Standard_HX176-48rs,176,1408
904,Standard_HX176-96rs,176,1408
905,Standard_HX176rs,176,1408
906,Standard_L12aos_v4,12,96
907,Standard_L16aos_v4,16,128
908,Standard_L16as_v3,16,128
909,Standard_L16as_v4,16,128
910,Standard_L16s,16,128
911,Standard_L16s_v2,16,128
912,Standard_L16s_v3,16,128
913,Standard_L16s_v4,16,128
914,Standard_L24aos_v4,24,192
915,Standard_L2aos_v4,2,16
916,Standard_L2as_v4,2,16
917,Standard_L2s_v4,2,16
918,Standard_L32aos_v4,32,256
919,Standard_L32as_v3,32,256
920,Standard_L32as_v4,32,256
921,Standard_L32s,32,256
922,Standard_L32s_v2,32,256
923,Standard_L32s_v3,32,256
924,Standard_L32s_v4,32,256
925,Standard_L48as_v3,48,384
926,Standard_L48as_v4,48,384
927,Standard_L48s_v2,48,384
928,Standard_L48s_v3,48,384
929,Standard_L48s_v4,48,384
930,Standard_L4aos_v4,4,32
931,Standard_L4as_v4,4,32
932,Standard_L4s,4,32
933,Standard_L4s_v4,4,32
934,Standard_L64as_v3,64,512
935,Standard_L64as_v4,64,512
936,Standard_L64s_v2,64,512
937,Standard_L64s_v3,64,512
938,Standard_L64s_v4,64,512
939,Standard_L80as_v3,80,640
940,Standard_L80as_v4,80,640
941,Standard_L80s_v2,80,640
942,Standard_L80s_v3,80,640
943,Standard_L80s_v4,80,640
944,Standard_L8aos_v4,8,64
945,Standard_L8as_v3,8,64
946,Standard_L8as_v4,8,64
947,Standard_L8s,8,64
948,Standard_L8s_v2,8,64
949,Standard_L8s_v3,8,64
950,Standard_L8s_v4,8,64
951,Standard_L96as_v4,96,768
952,Standard_L96s_v4,96,768
953,Standard_M128,128,2048
954,Standard_M128-32ms,128,3892
955,Standard_M128-64bds_3_v3,128,2794
956,Standard_M128-64bds_v3,128,1024
957,Standard_M128-64bs_v3,128,1024
958,Standard_M128-64ms,128,3892
959,Standard_M128bds_3_v3,128,2794
960,Standard_M128bds_v3,128,1024
961,Standard_M128bs_v3,128,1024
962,Standard_M128dms_v2,128,3892
963,Standard_M128ds_v2,128,2048
964,Standard_M128m,128,3892
965,Standard_M128ms,128,3892
966,Standard_M128ms_v2,128,3892
967,Standard_M128s,128,2048
968,Standard_M128s_v2,128,2048
969,Standard_M12ds_v3,12,240
970,Standard_M12s_v3,12,240
971,Standard_M16-4ms,16,437.5
972,Standard_M16-8ms,16,437.5
973,Standard_M16bds_v3,16,128
974,Standard_M16bs_v3,16,128
975,Standard_M16ms,16,437.5
976,Standard_M176-88bds_4_v3,176,3892
977,Standard_M176-88bds_v3,176,1536
978,Standard_M176-88bs_v3,176,1536
979,Standard_M176bds_4_v3,176,3892
980,Standard_M176bds_v3,176,1536
981,Standard_M176bs_v3,176,1536
982,Standard_M176ds_3_v3,176,2794
983,Standard_M176ds_4_v3,176,3892
984,Standard_M176s_3_v3,176,2794
985,Standard_M176s_4_v3,176,3892
986,Standard_M192idms_v2,192,4096
987,Standard_M192ids_v2,192,2048
988,Standard_M192ims_v2,192,4096
989,Standard_M192is_v2,192,2048
990,Standard_M208ms_v2,208,5700
991,Standard_M208s_v2,208,2850
992,Standard_M24ds_v3,24,480
993,Standard_M24s_v3,24,480
994,Standard_M32-16ms,32,875
995,Standard_M32-8ms,32,875
996,Standard_M32bds_v3,32,256
997,Standard_M32bs_v3,32,256
998,Standard_M32dms_v2,32,875
999,Standard_M32ls,32,256
1000,Standard_M32ms,32,875
1001,Standard_M32ms_v2,32,875
1002,Standard_M32ts,32,192
1003,Standard_M416-208ms_v2,416,11400
1004,Standard_M416-208s_v2,416,5700
1005,Standard_M416bs_v3,416,3800
1006,Standard_M416ds_6_v3,416,5696
1007,Standard_M416ds_8_v3,416,7600
1008,Standard_M416ms_v2,416,11400
1009,Standard_M416s_10_v2,416,9496
1010,Standard_M416s_6_v3,416,5696
1011,Standard_M416s_8_v2,416,7600
1012,Standard_M416s_8_v3,416,7600
1013,Standard_M416s_9_v2,416,8568
1014,Standard_M416s_v2,416,5700
1015,Standard_M48bds_v3,48,384
1016,Standard_M48bs_v3,48,384
1017,Standard_M48ds_1_v3,48,974
1018,Standard_M48s_1_v3,48,974
1019,Standard_M624ds_12_v3,624,11400
1020,Standard_M624s_12_v3,624,11400
1021,Standard_M64,64,1024
1022,Standard_M64-16ms,64,1792
1023,Standard_M64-32bds_1_v3,64,1397
1024,Standard_M64-32ms,64,1792
1025,Standard_M64bds_1_v3,64,1397
1026,Standard_M64bds_v3,64,512
1027,Standard_M64bs_v3,64,512
1028,Standard_M64dms_v2,64,1792
1029,Standard_M64ds_v2,64,1024
1030,Standard_M64ls,64,512
1031,Standard_M64m,64,1792
1032,Standard_M64ms,64,1792
1033,Standard_M64ms_v2,64,1792
1034,Standard_M64s,64,1024
1035,Standard_M64s_v2,64,1024
1036,Standard_M8-2ms,8,218.75
1037,Standard_M832ds_12_v3,832,11400
1038,Standard_M832ids_16_v3,832,15200
1039,Standard_M832is_16_v3,832,15200
1040,Standard_M832s_12_v3,832,11400
1041,Standard_M8-4ms,8,218.75
1042,Standard_M8ms,8,218.75
1043,Standard_M96-48bds_2_v3,96,1946
1044,Standard_M96bds_2_v3,96,1946
1045,Standard_M96bds_v3,96,768
1046,Standard_M96bs_v3,96,768
1047,Standard_M96ds_1_v3,96,974
1048,Standard_M96ds_2_v3,96,1946
1049,Standard_M96s_1_v3,96,974
1050,Standard_M96s_2_v3,96,1946
1051,Standard_NC12s_v3,12,224
1052,Standard_NC16as_T4_v3,16,110
1053,Standard_NC24ads_A100_v4,24,220
1054,Standard_NC24rs_v3,24,448
1055,Standard_NC24s_v3,24,448
1056,Standard_NC40ads_H100_v5,40,320
1057,Standard_NC48ads_A100_v4,48,440
1058,Standard_NC4as_T4_v3,4,28
1059,Standard_NC64as_T4_v3,64,440
1060,Standard_NC6s_v3,6,112
1061,Standard_NC80adis_H100_v5,80,640
1062,Standard_NC8as_T4_v3,8,56
1063,Standard_NC96ads_A100_v4,96,880
1064,Standard_ND40rs_v2,40,672
1065,Standard_ND96amsr_A100_v4,96,1800
1066,Standard_ND96asr_v4,96,900
1067,Standard_ND96isr_H100_v5,96,1900
1068,Standard_NP10s,10,168
1069,Standard_NP20s,20,336
1070,Standard_NP40s,40,672
1071,Standard_NV12ads_A10_v5,12,110
1072,Standard_NV12ads_V710_v5,12,64
1073,Standard_NV12s_v2,12,224
1074,Standard_NV12s_v3,12,112
1075,Standard_NV16as_v4,16,56
1076,Standard_NV18ads_A10_v5,18,220
1077,Standard_NV24ads_V710_v5,24,128
1078,Standard_NV24s_v2,24,448
1079,Standard_NV24s_v3,24,224
1080,Standard_NV32as_v4,32,112
1081,Standard_NV36adms_A10_v5,36,880
1082,Standard_NV36ads_A10_v5,36,440
1083,Standard_NV48s_v3,48,448
1084,Standard_NV4ads_V710_v5,4,16
1085,Standard_NV4as_v4,4,14
1086,Standard_NV6ads_A10_v5,6,55
1087,Standard_NV6s_v2,6,112
1088,Standard_NV72ads_A10_v5,72,880
1089,Standard_NV8ads_V710_v5,8,32
1090,Standard_NV8as_v4,8,28
1091,Standard_PB6s,6,112
